Total,% Total range 80,% Total range 70,Population,location,% Total range 60,date,state,Negative,Negative range 60,Negative range 70,state_negative_range_80,Suspected,Suspected range 60,state_suspected_range_70,state_suspected_range_80,Infected,Infected range 60,Infected range 70,state_infected_range_80,Recovered,Recovered range 60,Recovered range 70,state_recovered_range_80,% Total infected by population,% Total supected by population,% Total recovered by population,% Total negative by population,% Total infected range 60,% Total supected rage 60,% Total recovered rage 60,% Total negative range 60,% Total infected range 70,% Total supected rage 70,% Total recovered rage 70,% Total negative range 70,% Total infected range 80,% Total supected rage 80,% Total recovered rage 80,% Total negative range 80,Susceptible death 60/69 age,Susceptible death 70/79 age,Susceptible death 80 or more age
8934,2.71,6.29,    28044-Colmenarejo,"Colmenarejo, Madrid",13.57,2020-04-03,93,0.00,0.00,0.00,0.00,14.00,3.00,0.00,4.00,42.00,7.00,7.00,6.00,37.00,7.00,4.00,6.00,0.47,0.16,0.41,0.00,0.08,0.03,0.08,0.00,0.08,0.00,0.04,0.00,0.07,0.04,0.07,0.00,0.16,0.62,1.17
8934,2.71,6.29,    28044-Colmenarejo,"Colmenarejo, Madrid",13.57,2020-04-04,93,0.00,0.00,0.00,0.00,6.00,0.00,0.00,2.00,26.00,4.00,2.00,4.00,61.00,13.00,9.00,10.00,0.29,0.07,0.68,0.00,0.04,0.00,0.15,0.00,0.02,0.00,0.10,0.00,0.04,0.02,0.11,0.00,0.09,0.18,0.78
8934,2.71,6.29,    28044-Colmenarejo,"Colmenarejo, Madrid",13.57,2020-04-05,93,0.00,0.00,0.00,0.00,4.00,0.00,0.00,2.00,15.00,2.00,0.00,2.00,74.00,15.00,11.00,12.00,0.17,0.04,0.83,0.00,0.02,0.00,0.17,0.00,0.00,0.00,0.12,0.00,0.02,0.02,0.13,0.00,0.05,0.00,0.39
671,5.81,12.22,    28048-Corpa,"Corpa, Madrid",19.37,2020-03-31,12,12.00,3.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.45,0.00,0.00,0.00
671,5.81,12.22,    28048-Corpa,"Corpa, Madrid",19.37,2020-04-01,12,3.00,0.00,0.00,1.00,4.00,2.00,1.00,0.00,5.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.75,0.60,0.00,0.45,0.15,0.30,0.00,0.00,0.00,0.15,0.00,0.00,0.30,0.00,0.00,0.15,0.02,0.00,0.39
671,5.81,12.22,    28048-Corpa,"Corpa, Madrid",19.37,2020-04-02,12,3.00,0.00,0.00,1.00,3.00,2.00,1.00,0.00,4.00,0.00,0.00,1.00,2.00,1.00,0.00,1.00,0.60,0.45,0.30,0.45,0.00,0.30,0.15,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.15,0.15,0.00,0.00,0.20
671,5.81,12.22,    28048-Corpa,"Corpa, Madrid",19.37,2020-04-03,12,0.00,0.00,0.00,0.00,3.00,1.00,0.00,1.00,3.00,1.00,1.00,0.00,6.00,1.00,0.00,2.00,0.45,0.45,0.89,0.00,0.15,0.15,0.15,0.00,0.15,0.00,0.00,0.00,0.00,0.15,0.30,0.00,0.02,0.09,0.00
671,5.81,12.22,    28048-Corpa,"Corpa, Madrid",19.37,2020-04-04,12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,1.00,1.00,1.00,7.00,2.00,0.00,2.00,0.60,0.15,1.04,0.00,0.15,0.00,0.30,0.00,0.15,0.00,0.00,0.00,0.15,0.00,0.30,0.00,0.02,0.09,0.20
671,5.81,12.22,    28048-Corpa,"Corpa, Madrid",19.37,2020-04-05,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1.00,1.00,8.00,3.00,0.00,2.00,0.60,0.00,1.19,0.00,0.00,0.00,0.45,0.00,0.15,0.00,0.00,0.00,0.15,0.00,0.30,0.00,0.00,0.09,0.20
88847,2.58,7.29,    28049-Coslada,"Coslada, Madrid",20.02,2020-03-31,1241,1241.00,138.00,133.00,302.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.34,0.00,0.00,0.00
88847,2.58,7.29,    28049-Coslada,"Coslada, Madrid",20.02,2020-04-01,1241,417.00,42.00,43.00,92.00,431.00,43.00,55.00,102.00,393.00,53.00,35.00,108.00,0.00,0.00,0.00,0.00,0.44,0.49,0.00,0.47,0.06,0.05,0.00,0.05,0.04,0.06,0.00,0.05,0.12,0.11,0.00,0.10,1.20,3.12,21.06
88847,2.58,7.29,    28049-Coslada,"Coslada, Madrid",20.02,2020-04-02,1241,150.00,19.00,18.00,27.00,347.00,30.00,53.00,77.00,561.00,62.00,50.00,150.00,183.00,27.00,12.00,48.00,0.63,0.39,0.21,0.17,0.07,0.03,0.03,0.02,0.06,0.06,0.01,0.02,0.17,0.09,0.05,0.03,1.40,4.45,29.25
88847,2.58,7.29,    28049-Coslada,"Coslada, Madrid",20.02,2020-04-03,1241,65.00,7.00,5.00,12.00,224.00,24.00,33.00,40.00,464.00,50.00,58.00,116.00,488.00,57.00,37.00,134.00,0.52,0.25,0.55,0.07,0.06,0.03,0.06,0.01,0.07,0.04,0.04,0.01,0.13,0.05,0.15,0.01,1.13,5.16,22.62
88847,2.58,7.29,    28049-Coslada,"Coslada, Madrid",20.02,2020-04-04,1241,19.00,3.00,1.00,3.00,135.00,12.00,16.00,28.00,388.00,46.00,50.00,92.00,699.00,77.00,66.00,179.00,0.44,0.15,0.79,0.02,0.05,0.01,0.09,0.00,0.06,0.02,0.07,0.00,0.10,0.03,0.20,0.00,1.04,4.45,17.94
88847,2.58,7.29,    28049-Coslada,"Coslada, Madrid",20.02,2020-04-05,1241,8.00,1.00,1.00,1.00,81.00,7.00,6.00,13.00,253.00,30.00,34.00,61.00,899.00,100.00,92.00,227.00,0.28,0.09,1.01,0.01,0.03,0.01,0.11,0.00,0.04,0.01,0.10,0.00,0.07,0.01,0.26,0.00,0.68,3.03,11.89
5738,4.29,7.65,    28050-Cubas de la Sagra,"Cubas de la Sagra, Madrid",13.35,2020-03-31,60,60.00,5.00,10.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.38,0.00,0.00,0.00
5738,4.29,7.65,    28050-Cubas de la Sagra,"Cubas de la Sagra, Madrid",13.35,2020-04-01,60,17.00,0.00,4.00,8.00,25.00,2.00,5.00,7.00,18.00,3.00,1.00,7.00,0.00,0.00,0.00,0.00,0.31,0.44,0.00,0.30,0.05,0.03,0.00,0.00,0.02,0.09,0.00,0.07,0.12,0.12,0.00,0.14,0.07,0.09,1.36
5738,4.29,7.65,    28050-Cubas de la Sagra,"Cubas de la Sagra, Madrid",13.35,2020-04-02,60,6.00,0.00,3.00,2.00,17.00,1.00,3.00,6.00,28.00,2.00,4.00,10.00,9.00,2.00,0.00,4.00,0.49,0.30,0.16,0.10,0.03,0.02,0.03,0.00,0.07,0.05,0.00,0.05,0.17,0.10,0.07,0.03,0.05,0.36,1.95
5738,4.29,7.65,    28050-Cubas de la Sagra,"Cubas de la Sagra, Madrid",13.35,2020-04-03,60,3.00,0.00,0.00,2.00,8.00,1.00,3.00,3.00,27.00,0.00,7.00,6.00,22.00,4.00,0.00,11.00,0.47,0.14,0.38,0.05,0.00,0.02,0.07,0.00,0.12,0.05,0.00,0.00,0.10,0.05,0.19,0.03,0.00,0.62,1.17
5738,4.29,7.65,    28050-Cubas de la Sagra,"Cubas de la Sagra, Madrid",13.35,2020-04-04,60,1.00,0.00,0.00,0.00,5.00,1.00,2.00,2.00,18.00,0.00,5.00,6.00,36.00,4.00,3.00,14.00,0.31,0.09,0.63,0.02,0.00,0.02,0.07,0.00,0.09,0.03,0.05,0.00,0.10,0.03,0.24,0.00,0.00,0.45,1.17
5738,4.29,7.65,    28050-Cubas de la Sagra,"Cubas de la Sagra, Madrid",13.35,2020-04-05,60,1.00,0.00,0.00,0.00,3.00,0.00,1.00,2.00,11.00,1.00,3.00,2.00,45.00,4.00,6.00,18.00,0.19,0.05,0.78,0.02,0.02,0.00,0.07,0.00,0.05,0.02,0.10,0.00,0.03,0.03,0.31,0.00,0.02,0.27,0.39
9841,1.63,3.91,    28053-Daganzo de Arriba,"Daganzo de Arriba, Madrid",8.22,2020-03-31,180,180.00,20.00,21.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.83,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.42,0.00,0.00,0.00
9841,1.63,3.91,    28053-Daganzo de Arriba,"Daganzo de Arriba, Madrid",8.22,2020-04-01,180,59.00,6.00,11.00,10.00,62.00,6.00,7.00,16.00,59.00,8.00,3.00,15.00,0.00,0.00,0.00,0.00,0.60,0.63,0.00,0.60,0.08,0.06,0.00,0.06,0.03,0.07,0.00,0.11,0.15,0.16,0.00,0.10,0.18,0.27,2.92
9841,1.63,3.91,    28053-Daganzo de Arriba,"Daganzo de Arriba, Madrid",8.22,2020-04-02,180,23.00,4.00,5.00,4.00,46.00,5.00,3.00,15.00,78.00,6.00,11.00,15.00,33.00,5.00,2.00,7.00,0.79,0.47,0.34,0.23,0.06,0.05,0.05,0.04,0.11,0.03,0.02,0.05,0.15,0.15,0.07,0.04,0.14,0.98,2.92
9841,1.63,3.91,    28053-Daganzo de Arriba,"Daganzo de Arriba, Madrid",8.22,2020-04-03,180,9.00,1.00,2.00,1.00,26.00,1.00,2.00,9.00,74.00,10.00,8.00,17.00,71.00,8.00,9.00,14.00,0.75,0.26,0.72,0.09,0.10,0.01,0.08,0.01,0.08,0.02,0.09,0.02,0.17,0.09,0.14,0.01,0.23,0.71,3.31
9841,1.63,3.91,    28053-Daganzo de Arriba,"Daganzo de Arriba, Madrid",8.22,2020-04-04,180,3.00,1.00,0.00,0.00,18.00,0.00,2.00,6.00,47.00,6.00,5.00,15.00,112.00,13.00,14.00,20.00,0.48,0.18,1.14,0.03,0.06,0.00,0.13,0.01,0.05,0.02,0.14,0.00,0.15,0.06,0.20,0.00,0.14,0.45,2.92
9841,1.63,3.91,    28053-Daganzo de Arriba,"Daganzo de Arriba, Madrid",8.22,2020-04-05,180,0.00,0.00,0.00,0.00,12.00,1.00,1.00,4.00,31.00,2.00,4.00,10.00,137.00,17.00,16.00,27.00,0.32,0.12,1.39,0.00,0.02,0.01,0.17,0.00,0.04,0.01,0.16,0.00,0.10,0.04,0.27,0.00,0.05,0.36,1.95
15244,4.71,10.47,"    28054-Escorial, El","El Escorial, Madrid",20.30,2020-03-31,235,235.00,26.00,40.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.54,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.35,0.00,0.00,0.00
15244,4.71,10.47,"    28054-Escorial, El","El Escorial, Madrid",20.30,2020-04-01,235,79.00,7.00,17.00,16.00,88.00,13.00,12.00,18.00,68.00,6.00,11.00,20.00,0.00,0.00,0.00,0.00,0.45,0.58,0.00,0.52,0.04,0.09,0.00,0.05,0.07,0.08,0.00,0.11,0.13,0.12,0.00,0.10,0.14,0.98,3.90
15244,4.71,10.47,"    28054-Escorial, El","El Escorial, Madrid",20.30,2020-04-02,235,24.00,1.00,6.00,6.00,67.00,12.00,8.00,13.00,109.00,9.00,21.00,22.00,35.00,4.00,5.00,13.00,0.72,0.44,0.23,0.16,0.06,0.08,0.03,0.01,0.14,0.05,0.03,0.04,0.14,0.09,0.09,0.04,0.20,1.87,4.29
15244,4.71,10.47,"    28054-Escorial, El","El Escorial, Madrid",20.30,2020-04-03,235,10.00,0.00,3.00,3.00,35.00,4.00,3.00,7.00,102.00,14.00,17.00,25.00,88.00,8.00,17.00,19.00,0.67,0.23,0.58,0.07,0.09,0.03,0.05,0.00,0.11,0.02,0.11,0.02,0.16,0.05,0.12,0.02,0.32,1.51,4.88
15244,4.71,10.47,"    28054-Escorial, El","El Escorial, Madrid",20.30,2020-04-04,235,5.00,0.00,2.00,0.00,24.00,2.00,2.00,8.00,63.00,9.00,11.00,11.00,143.00,15.00,25.00,35.00,0.41,0.16,0.94,0.03,0.06,0.01,0.10,0.00,0.07,0.01,0.16,0.01,0.07,0.05,0.23,0.00,0.20,0.98,2.15
15244,4.71,10.47,"    28054-Escorial, El","El Escorial, Madrid",20.30,2020-04-05,235,1.00,0.00,0.00,0.00,14.00,0.00,2.00,3.00,40.00,6.00,9.00,9.00,180.00,20.00,29.00,42.00,0.26,0.09,1.18,0.01,0.04,0.00,0.13,0.00,0.06,0.01,0.19,0.00,0.06,0.02,0.28,0.00,0.14,0.80,1.75
1410,11.13,19.93,    28055-Estremera,"Estremera, Madrid",28.23,2020-03-31,18,18.00,4.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.28,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00
1410,11.13,19.93,    28055-Estremera,"Estremera, Madrid",28.23,2020-04-01,18,4.00,1.00,0.00,0.00,5.00,0.00,0.00,1.00,9.00,3.00,0.00,4.00,0.00,0.00,0.00,0.00,0.64,0.35,0.00,0.28,0.21,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.28,0.07,0.00,0.00,0.07,0.00,0.78
1410,11.13,19.93,    28055-Estremera,"Estremera, Madrid",28.23,2020-04-02,18,2.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,9.00,2.00,0.00,2.00,5.00,2.00,0.00,2.00,0.64,0.14,0.35,0.14,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.14,0.07,0.14,0.00,0.05,0.00,0.39
1410,11.13,19.93,    28055-Estremera,"Estremera, Madrid",28.23,2020-04-03,18,2.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,11.00,4.00,0.00,4.00,0.28,0.07,0.78,0.14,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.28,0.00,0.00,0.00,0.00
1410,11.13,19.93,    28055-Estremera,"Estremera, Madrid",28.23,2020-04-04,18,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,5.00,0.00,0.00,0.00,12.00,4.00,0.00,4.00,0.35,0.07,0.85,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.28,0.00,0.00,0.00,0.00
1410,11.13,19.93,    28055-Estremera,"Estremera, Madrid",28.23,2020-04-05,18,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,16.00,4.00,0.00,4.00,0.07,0.07,1.13,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.28,0.00,0.00,0.00,0.00
1545,4.08,7.64,    28056-Fresnedillas de la Oliva,"Fresnedillas de la Oliva, Madrid",15.73,2020-03-31,19,19.00,1.00,4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.32,0.00,0.00,0.00
1545,4.08,7.64,    28056-Fresnedillas de la Oliva,"Fresnedillas de la Oliva, Madrid",15.73,2020-04-01,19,6.00,0.00,2.00,1.00,8.00,0.00,2.00,2.00,5.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.32,0.52,0.00,0.39,0.06,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,0.00,0.06,0.02,0.00,0.39
1545,4.08,7.64,    28056-Fresnedillas de la Oliva,"Fresnedillas de la Oliva, Madrid",15.73,2020-04-02,19,1.00,0.00,0.00,0.00,9.00,0.00,3.00,2.00,7.00,1.00,1.00,2.00,2.00,0.00,0.00,1.00,0.45,0.58,0.13,0.06,0.06,0.00,0.00,0.00,0.06,0.19,0.00,0.00,0.13,0.13,0.06,0.00,0.02,0.09,0.39
1545,4.08,7.64,    28056-Fresnedillas de la Oliva,"Fresnedillas de la Oliva, Madrid",15.73,2020-04-03,19,0.00,0.00,0.00,0.00,3.00,0.00,1.00,1.00,13.00,1.00,3.00,3.00,3.00,0.00,0.00,1.00,0.84,0.19,0.19,0.00,0.06,0.00,0.00,0.00,0.19,0.06,0.00,0.00,0.19,0.06,0.06,0.00,0.02,0.27,0.58
1545,4.08,7.64,    28056-Fresnedillas de la Oliva,"Fresnedillas de la Oliva, Madrid",15.73,2020-04-04,19,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,9.00,1.00,3.00,2.00,8.00,0.00,0.00,3.00,0.58,0.13,0.52,0.00,0.06,0.00,0.00,0.00,0.19,0.06,0.00,0.00,0.13,0.00,0.19,0.00,0.02,0.27,0.39
1545,4.08,7.64,    28056-Fresnedillas de la Oliva,"Fresnedillas de la Oliva, Madrid",15.73,2020-04-05,19,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,6.00,1.00,2.00,1.00,12.00,0.00,1.00,4.00,0.39,0.06,0.78,0.00,0.06,0.00,0.00,0.00,0.13,0.06,0.06,0.00,0.06,0.00,0.26,0.00,0.02,0.18,0.20
2020,1.83,6.19,    28057-Fresno de Torote,"Fresno de Torote, Madrid",15.69,2020-03-31,33,33.00,7.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.63,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.15,0.00,0.00,0.00
2020,1.83,6.19,    28057-Fresno de Torote,"Fresno de Torote, Madrid",15.69,2020-04-01,33,12.00,4.00,2.00,0.00,11.00,1.00,2.00,1.00,10.00,2.00,1.00,2.00,0.00,0.00,0.00,0.00,0.50,0.54,0.00,0.59,0.10,0.05,0.00,0.20,0.05,0.10,0.00,0.10,0.10,0.05,0.00,0.00,0.05,0.09,0.39
2020,1.83,6.19,    28057-Fresno de Torote,"Fresno de Torote, Madrid",15.69,2020-04-02,33,3.00,0.00,0.00,0.00,10.00,2.00,1.00,1.00,16.00,5.00,4.00,1.00,4.00,0.00,0.00,1.00,0.79,0.50,0.20,0.15,0.25,0.10,0.00,0.00,0.20,0.05,0.00,0.00,0.05,0.05,0.05,0.00,0.11,0.36,0.20
2020,1.83,6.19,    28057-Fresno de Torote,"Fresno de Torote, Madrid",15.69,2020-04-03,33,1.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,19.00,5.00,4.00,2.00,9.00,1.00,1.00,1.00,0.94,0.20,0.45,0.05,0.25,0.05,0.05,0.00,0.20,0.00,0.05,0.00,0.10,0.00,0.05,0.00,0.11,0.36,0.39
2020,1.83,6.19,    28057-Fresno de Torote,"Fresno de Torote, Madrid",15.69,2020-04-04,33,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,12.00,1.00,2.00,2.00,19.00,5.00,3.00,1.00,0.59,0.10,0.94,0.00,0.05,0.05,0.25,0.00,0.10,0.00,0.15,0.00,0.10,0.00,0.05,0.00,0.02,0.18,0.39
2020,1.83,6.19,    28057-Fresno de Torote,"Fresno de Torote, Madrid",15.69,2020-04-05,33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2.00,0.00,2.00,26.00,5.00,5.00,1.00,0.35,0.00,1.29,0.00,0.10,0.00,0.25,0.00,0.00,0.00,0.25,0.00,0.10,0.00,0.05,0.00,0.05,0.00,0.39
195864,1.94,5.00,    28058-Fuenlabrada,"Fuenlabrada, Madrid",13.90,2020-03-31,2389,2389.00,263.00,326.00,573.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.29,0.00,0.00,0.00
195864,1.94,5.00,    28058-Fuenlabrada,"Fuenlabrada, Madrid",13.90,2020-04-01,2389,773.00,78.00,102.00,195.00,796.00,92.00,119.00,174.00,820.00,93.00,105.00,204.00,0.00,0.00,0.00,0.00,0.42,0.41,0.00,0.39,0.05,0.05,0.00,0.04,0.05,0.06,0.00,0.05,0.10,0.09,0.00,0.10,2.10,9.35,39.78
195864,1.94,5.00,    28058-Fuenlabrada,"Fuenlabrada, Madrid",13.90,2020-04-02,2389,265.00,26.00,36.00,64.00,645.00,69.00,87.00,147.00,1072.00,128.00,148.00,249.00,407.00,40.00,55.00,113.00,0.55,0.33,0.21,0.14,0.07,0.04,0.02,0.01,0.08,0.04,0.03,0.02,0.13,0.08,0.06,0.03,2.89,13.17,48.55
195864,1.94,5.00,    28058-Fuenlabrada,"Fuenlabrada, Madrid",13.90,2020-04-03,2389,99.00,11.00,13.00,18.00,376.00,34.00,54.00,82.00,976.00,124.00,141.00,232.00,938.00,94.00,118.00,241.00,0.50,0.19,0.48,0.05,0.06,0.02,0.05,0.01,0.07,0.03,0.06,0.01,0.12,0.04,0.12,0.01,2.80,12.55,45.24
195864,1.94,5.00,    28058-Fuenlabrada,"Fuenlabrada, Madrid",13.90,2020-04-04,2389,34.00,3.00,7.00,4.00,211.00,22.00,35.00,38.00,759.00,91.00,107.00,177.00,1385.00,147.00,177.00,354.00,0.39,0.11,0.71,0.02,0.05,0.01,0.08,0.00,0.05,0.02,0.09,0.00,0.09,0.02,0.18,0.00,2.06,9.52,34.52
195864,1.94,5.00,    28058-Fuenlabrada,"Fuenlabrada, Madrid",13.90,2020-04-05,2389,8.00,0.00,2.00,1.00,118.00,13.00,21.00,21.00,515.00,52.00,67.00,114.00,1748.00,198.00,236.00,437.00,0.26,0.06,0.89,0.00,0.03,0.01,0.10,0.00,0.03,0.01,0.12,0.00,0.06,0.01,0.22,0.00,1.18,5.96,22.23
6409,3.32,7.75,    28059-Fuente el Saz de Jarama,"Fuente el Saz de Jarama, Madrid",16.27,2020-03-31,77,77.00,13.00,5.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.31,0.00,0.00,0.00
6409,3.32,7.75,    28059-Fuente el Saz de Jarama,"Fuente el Saz de Jarama, Madrid",16.27,2020-04-01,77,29.00,4.00,2.00,6.00,25.00,5.00,0.00,8.00,23.00,4.00,3.00,6.00,0.00,0.00,0.00,0.00,0.36,0.39,0.00,0.45,0.06,0.08,0.00,0.06,0.05,0.00,0.00,0.03,0.09,0.12,0.00,0.09,0.09,0.27,1.17
6409,3.32,7.75,    28059-Fuente el Saz de Jarama,"Fuente el Saz de Jarama, Madrid",16.27,2020-04-02,77,11.00,3.00,1.00,1.00,28.00,4.00,1.00,9.00,22.00,2.00,0.00,7.00,16.00,4.00,3.00,3.00,0.34,0.44,0.25,0.17,0.03,0.06,0.06,0.05,0.00,0.02,0.05,0.02,0.11,0.14,0.05,0.02,0.05,0.00,1.36
6409,3.32,7.75,    28059-Fuente el Saz de Jarama,"Fuente el Saz de Jarama, Madrid",16.27,2020-04-03,77,3.00,0.00,0.00,0.00,17.00,2.00,0.00,6.00,30.00,6.00,2.00,6.00,27.00,5.00,3.00,8.00,0.47,0.27,0.42,0.05,0.09,0.03,0.08,0.00,0.03,0.00,0.05,0.00,0.09,0.09,0.12,0.00,0.14,0.18,1.17
6409,3.32,7.75,    28059-Fuente el Saz de Jarama,"Fuente el Saz de Jarama, Madrid",16.27,2020-04-04,77,0.00,0.00,0.00,0.00,9.00,1.00,0.00,1.00,30.00,4.00,0.00,9.00,38.00,8.00,5.00,10.00,0.47,0.14,0.59,0.00,0.06,0.02,0.12,0.00,0.00,0.00,0.08,0.00,0.14,0.02,0.16,0.00,0.09,0.00,1.75
6409,3.32,7.75,    28059-Fuente el Saz de Jarama,"Fuente el Saz de Jarama, Madrid",16.27,2020-04-05,77,0.00,0.00,0.00,0.00,5.00,0.00,0.00,1.00,19.00,3.00,0.00,4.00,53.00,10.00,5.00,15.00,0.30,0.08,0.83,0.00,0.05,0.00,0.16,0.00,0.00,0.00,0.08,0.00,0.06,0.02,0.23,0.00,0.07,0.00,0.78
2026,5.97,11.90,    28060-Fuentidueña de Tajo,"Fuentidueña de Tajo, Madrid",21.82,2020-03-31,28,28.00,1.00,2.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.30,0.00,0.00,0.00
2026,5.97,11.90,    28060-Fuentidueña de Tajo,"Fuentidueña de Tajo, Madrid",21.82,2020-04-01,28,17.00,0.00,1.00,5.00,7.00,1.00,1.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.35,0.00,0.84,0.00,0.05,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.05,0.00,0.25,0.00,0.00,0.00
2026,5.97,11.90,    28060-Fuentidueña de Tajo,"Fuentidueña de Tajo, Madrid",21.82,2020-04-02,28,5.00,0.00,0.00,1.00,11.00,0.00,2.00,2.00,9.00,1.00,0.00,3.00,3.00,0.00,0.00,0.00,0.44,0.54,0.15,0.25,0.05,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.15,0.10,0.00,0.05,0.02,0.00,0.58
2026,5.97,11.90,    28060-Fuentidueña de Tajo,"Fuentidueña de Tajo, Madrid",21.82,2020-04-03,28,5.00,0.00,0.00,1.00,8.00,0.00,1.00,2.00,9.00,1.00,1.00,1.00,6.00,0.00,0.00,2.00,0.44,0.39,0.30,0.25,0.05,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.05,0.10,0.10,0.05,0.02,0.09,0.20
2026,5.97,11.90,    28060-Fuentidueña de Tajo,"Fuentidueña de Tajo, Madrid",21.82,2020-04-04,28,3.00,0.00,0.00,1.00,5.00,0.00,0.00,2.00,9.00,1.00,2.00,1.00,11.00,0.00,0.00,2.00,0.44,0.25,0.54,0.15,0.05,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.05,0.10,0.10,0.05,0.02,0.18,0.20
2026,5.97,11.90,    28060-Fuentidueña de Tajo,"Fuentidueña de Tajo, Madrid",21.82,2020-04-05,28,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,12.00,1.00,1.00,2.00,14.00,0.00,1.00,3.00,0.59,0.05,0.69,0.05,0.05,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.10,0.00,0.15,0.05,0.02,0.09,0.39
32380,2.71,6.99,    28061-Galapagar,"Galapagar, Madrid",15.11,2020-03-31,400,400.00,45.00,33.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.31,0.00,0.00,0.00
